"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Phel_contig_10538" 60.1206703375525 2.06644732324361 0.7556144116498 2.73479077606759 0.00624199372251964 0.0388194653050431
"Phel_contig_1054" 1097.75396254485 -1.56139856794556 0.366874055484769 -4.25595253903253 2.08160864376021e-05 0.000409987245519625
"Phel_contig_1056" 4973.5702678917 1.43126649409968 0.458921558036241 3.11876064446432 0.00181613430843622 0.0152504531648526
"Phel_contig_10569" 35.8259159966245 2.09691382209622 0.704773417401347 2.97530209046192 0.00292700149258455 0.0217406343208036
"Phel_contig_10574" 34.071730228191 1.87270199385827 0.652629594159786 2.86947145918083 0.00411158437092507 0.0282545498995129
"Phel_contig_1058" 106.376019748001 1.94472231553682 0.738056290679775 2.63492411093151 0.00841560962621888 0.0486131845575694
"Phel_contig_10582" 346.849493529622 -1.22339185754011 0.377937747230324 -3.23701949991924 0.00120785157960318 0.0110803131168569
"Phel_contig_10583" 63.3483465521306 -1.49021159806106 0.529430347276571 -2.81474533095207 0.00488159015896284 0.0322298333313821
"Phel_contig_10590" 46.2112269851129 4.29808657956711 0.806729032077211 5.32779459851613 9.94124541739818e-08 3.9831256639042e-06
"Phel_contig_10593" 59.4198992003386 1.98564593987482 0.755298936305915 2.6289537088274 0.00856480188417535 0.0492645905478886
"Phel_contig_106" 1599.03844900811 3.51035353264047 0.65794734934738 5.3353106994388 9.53810915304611e-08 3.8288955350062e-06
"Phel_contig_1060" 465.970486301233 5.11025366365564 0.674491861313047 7.57644970497851 3.55139288356297e-14 5.45281381793774e-12
"Phel_contig_10601" 167.850961714121 -1.08707707108036 0.392703273427492 -2.76818948207997 0.00563686725429063 0.035930781623973
"Phel_contig_10606" 127.784633116626 1.50980775747455 0.458968027207904 3.28957066281794 0.00100340358249486 0.00959390652626336
"Phel_contig_10610" 44.8911563687366 2.33585256455619 0.653423278360256 3.57479239248705 0.000350505910234771 0.00418676423724497
"Phel_contig_10616" 88.9697119771306 3.04622403543571 0.656284826130505 4.64161887361686 3.4569005113196e-06 8.85574819616965e-05
"Phel_contig_1062" 254.508532063487 -2.70632483686529 0.555810280423917 -4.8691521768924 1.12078073503961e-06 3.36794610879402e-05
"Phel_contig_10621" 40.5762420260585 2.9320969680381 0.57355611574863 5.11213617557021 3.18536065176299e-07 1.11487622811705e-05
"Phel_contig_10629" 165.415753729393 -1.32290379134724 0.448778923225989 -2.94778502929175 0.00320059546574579 0.0232073511278741
"Phel_contig_10633" 118.030579397223 -1.56720949526355 0.460842203175309 -3.4007508089865 0.00067201056877471 0.00701525673160101
"Phel_contig_1064" 2112.7513280641 1.12892663645822 0.376867814569234 2.99555067537035 0.00273949777654579 0.0206542421970038
"Phel_contig_10645" 891.612393675754 -2.33179514438086 0.499241342981538 -4.67067717279794 3.00208423105933e-06 7.95325463480264e-05
"Phel_contig_1065" 7243.0139187524 -3.82374524867486 0.493552108262569 -7.74739928097041 9.37936748122871e-15 1.54136714818473e-12
"Phel_contig_10654" 190.567209356708 -2.3983235465861 0.51457230143662 -4.66080964694425 3.14967920051175e-06 8.25074744492711e-05
"Phel_contig_1066" 5803.29189211511 6.74018898701034 0.756308159034896 8.91196122439207 5.01376706218061e-19 1.62253215619953e-16
"Phel_contig_1067" 53.2497967453723 2.60169115390834 0.724130517657037 3.59284837535401 0.000327082929480491 0.00395868206077223
"Phel_contig_10674" 63.7552109406205 2.86823022841256 0.631896538909746 4.53908203605817 5.64996532565231e-06 0.000135515416904329
"Phel_contig_10682" 45.5216569989816 2.24875071385326 0.764086707482197 2.94305697485996 0.00324988601818147 0.0234676801896489
"Phel_contig_10685" 16.0595203993874 4.91282736414845 1.20517875983201 4.07643042500455 4.57323307499932e-05 0.000793712522546294
"Phel_contig_10686" 16.7707130877449 6.39834643233731 1.09294689425052 5.85421530176442 4.79267427546606e-09 2.70278561352355e-07
"Phel_contig_10688" 45.4537439488362 2.08183740712459 0.605653585582531 3.43734018369963 0.000587457281085321 0.00634025854675717
"Phel_contig_107" 6706.18453352757 2.55281750623282 0.66285584646265 3.85124083894863 0.000117520853556509 0.00172508803528343
"Phel_contig_1070" 2881.13462291741 1.59678944341614 0.540788877326445 2.95270393006298 0.00315003926855768 0.0229263384399294
"Phel_contig_10702" 226.353587704524 -1.51006097414349 0.418797474753636 -3.60570697096921 0.000311304261380615 0.00381379448930765
"Phel_contig_1071" 695.347766059001 2.02095822604842 0.533060003856694 3.79123965674928 0.000149897223225312 0.00210205872702962
"Phel_contig_10714" 916.526155809877 -1.33576415409182 0.461753660928323 -2.89280685161513 0.00381816016925716 0.0266296416314073
"Phel_contig_10716" 64.4278405765586 -1.24141589421277 0.468563764807796 -2.64940652148379 0.00806332753042172 0.0471668783655231
"Phel_contig_10721" 36.8567879070782 -1.4774684687807 0.55307616204186 -2.67136530225086 0.00755433847114741 0.0448758852698632
"Phel_contig_1073" 1827.02117044017 1.32477411872788 0.446998423499071 2.96371094188128 0.00303953656976132 0.0223946240787844
"Phel_contig_1074" 1939.31251326687 1.49652075053036 0.511952226665436 2.92316484348128 0.0034649302462703 0.0246149300000999
"Phel_contig_10750" 36.9201615579275 -1.57703099977544 0.591207702213303 -2.66747370487819 0.00764238692349639 0.0452710810858199
"Phel_contig_10758" 41.2682163926206 2.16645328619742 0.543518332129677 3.98598015582763 6.72021286126802e-05 0.00108013622227616
"Phel_contig_10762" 105.953825372461 -2.57517301700426 0.487773983860804 -5.27943904802258 1.29579974251459e-07 4.99215157212352e-06
"Phel_contig_10765" 25.6424823040005 5.15373903175101 0.852566460999749 6.04497041287263 1.49437422970528e-09 9.67204982210789e-08
"Phel_contig_10766" 335.461029932494 -1.2966854328208 0.471938039297257 -2.74757558164127 0.00600376694165568 0.0376373847844801
"Phel_contig_1077" 1569.37291291252 1.61453973034848 0.371339900021201 4.34787570701748 1.37462464061123e-05 0.000290022360233272
"Phel_contig_10772" 47.0625115089741 4.80250307442278 0.982698768524204 4.88705514675171 1.02355430750105e-06 3.11584151349995e-05
"Phel_contig_10776" 62.524563634297 2.36756475390037 0.583588011593631 4.05691122309924 4.97259722452693e-05 0.000846266849659579
"Phel_contig_10782" 88.7477967971301 4.75769669201686 0.743744406255975 6.39695122678933 1.58509930132543e-10 1.29234743423955e-08
"Phel_contig_10785" 119.285482424129 -2.0329556733927 0.492775086903763 -4.1255244581586 3.69890868215196e-05 0.000665582071249499
"Phel_contig_10786" 133.909853891389 1.11569768308113 0.421414547117451 2.64750633482564 0.00810878404874217 0.0473896048198631
"Phel_contig_10788" 73.8854852578313 -1.84836398043562 0.576164825114446 -3.20804724597422 0.00133639542548153 0.0119628158180778
"Phel_contig_1079" 313.99276914143 5.15202649669744 0.755357032793431 6.82065072942317 9.06290409651634e-12 9.16529748414525e-10
"Phel_contig_10792" 27.8969821764613 -2.00316724090288 0.665979894556112 -3.00784942199799 0.00263103466002265 0.0201103975558054
"Phel_contig_10796" 240.169825407565 -2.34947061634403 0.443223775426322 -5.3008677480899 1.15253558116557e-07 4.51016030158511e-06
"Phel_contig_1080" 2779.57132427912 2.27861486383489 0.467694360420354 4.87201697661463 1.10464674291086e-06 3.32421233721459e-05
"Phel_contig_10803" 112.576042121874 -1.44582620645579 0.516563540473695 -2.79893196707213 0.00512719389022372 0.0333489559310006
"Phel_contig_10805" 47.4213995345772 -1.77531586959847 0.569964227805876 -3.11478472330218 0.00184079203111721 0.0153899286067371
"Phel_contig_10808" 32.7263830913813 5.56656576824639 0.961891957204487 5.78710085530219 7.16115867169722e-09 3.93302800676635e-07
"Phel_contig_1082" 920.735331816784 2.88182877842145 0.458470248805834 6.2857487174526 3.26277335071791e-10 2.51400869715572e-08
"Phel_contig_1085" 147.600577038415 1.66049900478554 0.468531191800483 3.54405220793207 0.000394027211992051 0.00461490111595367
"Phel_contig_10858" 55.7430613203319 -1.65137398977064 0.543957957892677 -3.03584857213625 0.00239859794527148 0.0188192867507593
"Phel_contig_10867" 14.7538774901618 -2.49028232778939 0.79930418940344 -3.11556271167303 0.00183594305875523 0.0153738305099189
"Phel_contig_10868" 45.0669461614718 2.15235058241623 0.711701339281802 3.02423286794462 0.00249264493315125 0.0193051495466998
"Phel_contig_10869" 33.3472924824683 1.7122586202831 0.615036471450553 2.78399525843526 0.00536938190992651 0.0346138364925848
"Phel_contig_10883" 27.6761343409091 3.08641415417201 0.752461014051267 4.10175955502955 4.10020227350208e-05 0.000724162509010213
"Phel_contig_10888" 90.5320626265282 -2.91301578516673 0.526756005588037 -5.5301045536535 3.20039980161956e-08 1.49600910726816e-06
"Phel_contig_10890" 75.9659526542819 -1.64611098063677 0.50156333998214 -3.28196032169215 0.00103088110009501 0.00980315729678956
"Phel_contig_10899" 45.1113873377249 1.72053101386855 0.579558560473415 2.96869226202634 0.00299069943593414 0.0220889615993239
"Phel_contig_10905" 15.6138397898107 5.59583310241782 1.20243545191567 4.65374926654298 3.25953132532252e-06 8.50488168897463e-05
"Phel_contig_10908" 525.729328718488 -1.37955522283854 0.411652407781808 -3.35126236786099 0.000804440471354077 0.00802342594354339
"Phel_contig_1091" 3641.76852072455 1.72695034935076 0.466881696522256 3.69890351713208 0.000216532887503568 0.00282203797313355
"Phel_contig_10911" 23.5100114323462 5.29223362497328 0.763948248109066 6.9274766164759 4.28413326914205e-12 4.57445397545193e-10
"Phel_contig_10913" 23.294622199669 3.45633494566018 1.06177180505222 3.25525214477718 0.00113291734945324 0.0105487579748487
"Phel_contig_10932" 115.295389407029 1.9887198059542 0.430956163159164 4.61466844185661 3.93723347568461e-06 9.95772535189985e-05
"Phel_contig_10939" 55.2698313771182 4.38703668762642 0.599743527325642 7.31485457990511 2.57660270127957e-13 3.47428447573178e-11
"Phel_contig_10940" 598.87648924168 -1.89431262617272 0.440300769005869 -4.30231505261684 1.69022742157045e-05 0.000345519279035319
"Phel_contig_10957" 8.9464503775151 4.61062684071289 1.06101274691273 4.34549618195314 1.38961189149806e-05 0.000292597458835453
"Phel_contig_10959" 24.7382964821998 -2.20383444421576 0.723463556023169 -3.04622731285884 0.00231732569660356 0.0182976524129339
"Phel_contig_1097" 926.033875092049 5.40025341249806 0.720478252630785 7.49537323684559 6.61099696537178e-14 9.59050490804106e-12
"Phel_contig_10971" 38.5028114619942 2.13454513589254 0.681301552963753 3.13304017377765 0.0017300576086652 0.0146563680218576
"Phel_contig_1098" 523.879592685593 1.73491037901708 0.424761313209912 4.08443595276227 4.41840107300704e-05 0.000772577444477997
"Phel_contig_10981" 61.8162945215792 3.27178633938911 0.721737617387808 4.53320744348994 5.8094710024459e-06 0.000138708538633881
"Phel_contig_10995" 35.1563426660314 3.30725109383233 0.856877998830619 3.8596522472811 0.000113548496267663 0.00167875717014341
"Phel_contig_11" 5709.2920370349 2.92694271811145 0.527563340132733 5.54804038767183 2.88889152942683e-08 1.37483785795234e-06
"Phel_contig_11006" 56.1573739943957 3.63594583069859 0.631209136694915 5.76028707337291 8.39709974479016e-09 4.54069391083961e-07
"Phel_contig_11010" 16.4234433848804 2.45233650288853 0.881095059493575 2.7832825487616 0.00538119206977403 0.0346581063036426
"Phel_contig_11013" 76.8555887374551 1.76042530565492 0.525904171933711 3.34742601333996 0.000815657572603682 0.00810934108228099
"Phel_contig_11036" 78.1717153597405 1.63737542343246 0.550267439710413 2.97559932729102 0.00292416637208303 0.0217349256667019
"Phel_contig_11038" 47.2369577422424 6.83023841385061 0.966765498957073 7.06504154442719 1.60567948193858e-12 1.82809150747261e-10
"Phel_contig_11050" 65.1951710412593 -1.5961828117026 0.566404957408565 -2.81809470560694 0.00483095582083817 0.0319456635307548
"Phel_contig_11063" 30.3874024535714 2.02613649686826 0.630715675576448 3.21244036786695 0.0013161246772882 0.0118108714107326
"Phel_contig_11069" 13.6369008627415 2.64505692827416 0.849750509389539 3.11274532824272 0.00185355888586722 0.0154659306482415
"Phel_contig_1107" 47.0583235251207 -2.15870827670031 0.670219929439132 -3.22089538355985 0.00127790786640318 0.0115616309547488
"Phel_contig_11070" 17.7124973358606 -3.25189430231705 1.12476260813723 -2.89118279607699 0.00383794813860868 0.0267496307511216
"Phel_contig_11100" 215.447159780172 -1.23093911491409 0.459000652969235 -2.68178074900603 0.00732314377955858 0.0438367471266405
"Phel_contig_11101" 104.935641941707 1.44200093632884 0.522228424832048 2.76124559246769 0.00575813584260552 0.0365486986871476
"Phel_contig_11115" 387.931936544825 -1.93372352103901 0.426012324909303 -4.53912576696155 5.6487938234758e-06 0.000135515416904329
"Phel_contig_1112" 1661.2296986186 4.21185735831093 0.543324470544338 7.7520111584358 9.04484405269704e-15 1.49809680825577e-12
"Phel_contig_11123" 6.99201170328973 3.53639217186933 1.14177684675204 3.09727087383943 0.00195311316826728 0.016073448941511
"Phel_contig_11134" 78.6597897768608 -1.3512770549357 0.466350110833033 -2.89755920186647 0.00376078751521514 0.0262905169101198
"Phel_contig_11143" 135.013990591602 3.28831509064807 0.461935423512321 7.11856013475953 1.09060352582198e-12 1.28881152616097e-10
"Phel_contig_11146" 89.096538595909 -1.33283428298241 0.501451591434733 -2.65795204511956 0.0078617078735653 0.0461672320269252
"Phel_contig_11151" 36.6714340431831 1.88360640281281 0.547559535520705 3.44000292319188 0.000581707903660314 0.0063040833351338
"Phel_contig_11159" 450.905680452617 -2.01946979298409 0.426071127805987 -4.73974804015273 2.13984140380505e-06 5.96967722521931e-05
"Phel_contig_1116" 117.994167225852 1.25046707276428 0.44456481862213 2.81278909257807 0.00491138530514942 0.0323560299083161
"Phel_contig_11165" 150.14134002179 -1.47589746644158 0.456870097761969 -3.23045319374465 0.00123594139260173 0.011298577659008
"Phel_contig_1117" 3191.25578706771 1.627909611438 0.345800056617974 4.70766149479395 2.50574749394994e-06 6.86307272594233e-05
"Phel_contig_11178" 87.7195325297723 -1.46401922195426 0.52059459293344 -2.81220596953345 0.00492029852706211 0.0323666673207635
"Phel_contig_11181" 67.8869040473186 1.97969073428581 0.653126207229706 3.0310998278309 0.00243664672441805 0.0190538527316482
"Phel_contig_11189" 88.1596604390883 2.49608388620341 0.470025800013403 5.31052526506466 1.09309728890682e-07 4.33018860115911e-06
"Phel_contig_11199" 13.7748476757941 2.30209249080194 0.819193890951406 2.81019245410669 0.00495118834926463 0.0325259984156094
"Phel_contig_11202" 77.3564032075764 2.23665062139416 0.743349459073991 3.00888175015344 0.00262211150906431 0.0200713666641804
"Phel_contig_11209" 15.996779454709 2.84331025973234 1.07669839446408 2.64076762290295 0.00827184333897918 0.0480525337297506
"Phel_contig_11217" 25.3044749057224 -3.02191249449068 0.769796738284133 -3.92559794579863 8.65145572396425e-05 0.00133223551356946
"Phel_contig_11218" 185.242947690992 1.58602638734226 0.38333890634846 4.1373999901292 3.51263469748334e-05 0.000635324770950663
"Phel_contig_11219" 44.9909079004221 -1.63928050280093 0.564875205192583 -2.90202240730684 0.00370762019441216 0.0260139395561908
"Phel_contig_1122" 71.6716171045419 1.49998139524959 0.441296438314193 3.39903354076391 0.000676244227681592 0.00703849447267802
"Phel_contig_11228" 74.4800231418142 1.25933779908173 0.429843096553387 2.92976160180188 0.00339222143992507 0.0242375604581603
"Phel_contig_1123" 772.849004118691 2.34312916583624 0.604871018916646 3.87376662554094 0.000107166041339833 0.00159761706561543
"Phel_contig_11242" 64.746201133038 1.7877875546083 0.517716565913944 3.45321682232102 0.000553943562489647 0.0060590206678008
"Phel_contig_11243" 106.372401172833 -1.3495748876127 0.486500272579077 -2.77404754669143 0.005536358599197 0.035451233830779
"Phel_contig_11244" 285.561559951336 1.24303782885897 0.424769919221076 2.92637913517606 0.00342932729254163 0.0244280052822936
"Phel_contig_11249" 102.936363604985 2.80921957705313 0.670108634463423 4.19218531529975 2.7628016539724e-05 0.000516123737045376
"Phel_contig_11257" 121.756527331841 -1.2267814221778 0.452407357442125 -2.71167433950218 0.00669443269884765 0.0409591017510938
"Phel_contig_11259" 54.2610806075395 -1.6127525094085 0.567776069814954 -2.84047284686393 0.00450467077178777 0.0302251195166047
"Phel_contig_11263" 5.00972722594089 -3.32175891884783 1.24605810699843 -2.66581381734231 0.00768022137126107 0.0454312307492904
"Phel_contig_1127" 286.609838239155 -1.18855973968939 0.414652578924198 -2.86639900509738 0.00415170606302969 0.0284651685253681
"Phel_contig_11273" 177.220550040886 -1.9168547502867 0.458247467385691 -4.1830122078413 2.87671938099008e-05 0.000533143543428426
"Phel_contig_11274" 103.092244598543 1.4677587264807 0.523812876834884 2.80206690478777 0.00507763421569323 0.033180501934485
"Phel_contig_1128" 1013.91244182586 3.82323945032865 0.529080790560167 7.22619214029823 4.96724837145331e-13 6.29434153575425e-11
"Phel_contig_11288" 158.805216657095 -1.80340704365334 0.472207604547229 -3.81909784231983 0.000133940632121409 0.00191402255208821
"Phel_contig_11300" 240.971564480356 -1.81427247761124 0.61255870130452 -2.96179365952605 0.00305852677368709 0.0224913335869701
"Phel_contig_11301" 42.7754952102916 2.63059525324689 0.597999059558876 4.39899563585834 1.08753013246174e-05 0.000236080457547293
"Phel_contig_11334" 44.6575925814567 4.63020351255505 0.724047190182569 6.39489190115846 1.60660975142797e-10 1.30482764947056e-08
"Phel_contig_11337" 8.68669535954118 -3.65830659038129 1.27794493208131 -2.86264806764657 0.00420116913650671 0.0286770112725326
"Phel_contig_11341" 46.0651237952555 2.07322736722635 0.783336472039425 2.64666262995349 0.00812904070518917 0.0474502374971008
